id,order_id,order_date,shipping_date,shipping_mode,customer_id,customer_name,customer_type,city,prefectures,country,region,product_id,category,subcategory,product_name,sales,quantity,discount_rate,profit,,
683,JP-2021-165974,6/29/21,7/6/21,通常配送,DL-12865,高杉 昭夫,消費者,児湯郡高鍋町,宮崎県,日本,九州,OFF-AR-10003405,事務用品,画材,"Dixon My First Ticonderoga Pencil, #2",4914,7,0.2,552.824999999999,,
684,JP-2021-111773,6/29/21,7/3/21,通常配送,JK-15625,稲本 凛,消費者,新宿区,東京都,日本,関東地方,OFF-BI-10000174,事務用品,バインダー,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",2088,3,0.2,730.8,,
685,JP-2021-121566,6/30/21,7/6/21,通常配送,CS-11860,鈴井 直樹,消費者,新宿区,東京都,日本,関東地方,OFF-AR-10001026,事務用品,画材,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",990,3,0,435.6,,
686,JP-2021-109218,6/30/21,7/3/21,セカンド クラス,AR-10825,芳沢 遥,企業,田川郡川崎町,福岡県,日本,九州,OFF-AR-10001374,事務用品,画材,"BIC Brite Liner Highlighters, Chisel Tip",4860,5,0,1555.2,,
687,JP-2021-123064,6/30/21,7/2/21,ファースト クラス,RA-19915,高木 武,消費者,豊田市,愛知県,日本,中部地方,OFF-AR-10004582,事務用品,画材,BIC Brite Liner Grip Highlighters,787.2,4,0.2,246,,
688,JP-2021-146640,6/30/21,7/5/21,通常配送,HA-14905,秋山 武,消費者,新宿区,東京都,日本,関東地方,OFF-BI-10002867,事務用品,バインダー,GBC Recycled Regency Composition Covers,50215.2,7,0.2,16319.94,,
689,JP-2021-121566,6/30/21,7/6/21,通常配送,CS-11860,鈴井 直樹,消費者,新宿区,東京都,日本,関東地方,OFF-BI-10004528,事務用品,バインダー,Cardinal Poly Pocket Divider Pockets for Ring Binders,403.2,1,0.2,126,,
690,JP-2021-116757,6/30/21,7/4/21,通常配送,MS-17980,榊原 太陽,企業,福山市,広島県,日本,中国地方,OFF-FA-10002815,事務用品,クリップ,Staples,3196.8,6,0.2,1078.92,,
691,JP-2021-152254,6/30/21,6/30/21,即日配送,BD-11620,長谷田 拓海,消費者,函館市,北海道,日本,北海道,OFF-PA-10001144,事務用品,紙,Xerox 1913,46603.2,7,0.2,16311.12,,
692,JP-2021-116757,6/30/21,7/4/21,通常配送,MS-17980,榊原 太陽,企業,福山市,広島県,日本,中国地方,OFF-PA-10002005,事務用品,紙,Xerox 225,3888,5,0.2,1360.8,,
693,JP-2021-160773,7/1/21,7/5/21,通常配送,LW-16825,井村 梅子,企業,箕面市,大阪府,日本,関西地方,OFF-BI-10000546,事務用品,バインダー,Avery Durable Binders,777.6,6,0.7,-544.32,,
694,JP-2021-153150,7/1/21,7/6/21,セカンド クラス,Dl-13600,尾又 重子,企業,堺市堺区,大阪府,日本,関西地方,OFF-BI-10003355,事務用品,バインダー,Cardinal Holdit Business Card Pockets,2988,5,0.2,1045.8,,
695,JP-2021-160773,7/1/21,7/5/21,通常配送,LW-16825,井村 梅子,企業,箕面市,大阪府,日本,関西地方,TEC-PH-10004586,テクノロジー,電話機,Wilson SignalBoost 841262 DB PRO Amplifier Kit,86388,2,0.2,10798.5,,
696,JP-2021-107594,7/2/21,7/6/21,通常配送,EH-13945,稲熊 凛,消費者,沼津市,静岡県,日本,中部地方,OFF-AR-10000716,事務用品,画材,DIXON Ticonderoga Erasable Checking Pencils,837,1,0,326.43,,
697,JP-2021-107594,7/2/21,7/6/21,通常配送,EH-13945,稲熊 凛,消費者,沼津市,静岡県,日本,中部地方,TEC-PH-10002923,テクノロジー,電話機,"Logitech B530 USB Headset - headset - Full size, Binaural",11097,2,0,2996.19,,
698,JP-2021-120096,7/4/21,7/7/21,ファースト クラス,KE-16420,数井 直樹,企業,小牧市,愛知県,日本,中部地方,OFF-AP-10000692,事務用品,アプライアンス,Fellowes Mighty 8 Compact Surge Protector,4864.8,2,0.2,486.48,,
699,JP-2021-138709,7/4/21,7/9/21,通常配送,MS-17770,門林 哲也,消費者,小田原市,神奈川県,日本,関東地方,OFF-BI-10000145,事務用品,バインダー,Zipper Ring Binder Pockets,2340,5,0,1146.6,,
700,JP-2021-120096,7/4/21,7/7/21,ファースト クラス,KE-16420,数井 直樹,企業,小牧市,愛知県,日本,中部地方,OFF-PA-10001977,事務用品,紙,Xerox 194,26630.4,4,0.2,9320.64,,
701,JP-2021-138709,7/4/21,7/9/21,通常配送,MS-17770,門林 哲也,消費者,小田原市,神奈川県,日本,関東地方,OFF-PA-10004734,事務用品,紙,Southworth Structures Collection,3276,3,0,1638,,
702,JP-2021-103317,7/5/21,7/8/21,ファースト クラス,DM-13525,安部 正,企業,児湯郡高鍋町,宮崎県,日本,九州,FUR-FU-10001591,家具,家具,Advantus Panel Wall Certificate Holder - 8.5x11,2928,2,0.2,805.2,,
703,JP-2021-103317,7/5/21,7/8/21,ファースト クラス,DM-13525,安部 正,企業,児湯郡高鍋町,宮崎県,日本,九州,FUR-FU-10003192,家具,家具,Luxo Adjustable Task Clamp Lamp,31982.4,3,0.2,2398.68,,
704,JP-2021-152849,7/5/21,7/12/21,通常配送,DW-13195,伊志嶺 正博,企業,亀岡市,京都府,日本,関西地方,OFF-AR-10002833,事務用品,画材,Newell 322,655.2,3,0.2,57.33,,
705,JP-2021-107139,7/5/21,7/11/21,通常配送,DP-13390,久貝 大輝,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,OFF-BI-10001670,事務用品,バインダー,Vinyl Sectional Post Binders,27144,6,0.2,10179,,
706,JP-2021-103317,7/5/21,7/8/21,ファースト クラス,DM-13525,安部 正,企業,児湯郡高鍋町,宮崎県,日本,九州,OFF-BI-10001787,事務用品,バインダー,Wilson Jones Four-Pocket Poly Binders,1471.5,5,0.7,-1030.05,,
707,JP-2021-157784,7/5/21,7/8/21,ファースト クラス,MC-17845,和栗 明美,消費者,川西市,兵庫県,日本,関西地方,OFF-LA-10001934,事務用品,ラベル,Avery 516,2193,2,0,1030.71,,
708,JP-2021-157784,7/5/21,7/8/21,ファースト クラス,MC-17845,和栗 明美,消費者,川西市,兵庫県,日本,関西地方,OFF-PA-10000304,事務用品,紙,Xerox 1995,2916,3,0,1399.68,,
709,JP-2021-160444,7/5/21,7/5/21,即日配送,DC-12850,真坂 凛,消費者,福山市,広島県,日本,中国地方,OFF-ST-10000563,事務用品,保管箱,Fellowes Bankers Box Stor/Drawer Steel Plus,42213.6,11,0.2,-5276.7,,
710,JP-2021-160444,7/5/21,7/5/21,即日配送,DC-12850,真坂 凛,消費者,福山市,広島県,日本,中国地方,OFF-ST-10001522,事務用品,保管箱,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",33116.4,3,0.2,-6623.28,,
711,JP-2021-157784,7/5/21,7/8/21,ファースト クラス,MC-17845,和栗 明美,消費者,川西市,兵庫県,日本,関西地方,TEC-AC-10003911,テクノロジー,付属品,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,71995.5,3,0,24478.47,,
712,JP-2021-147543,7/6/21,7/12/21,通常配送,BC-11125,尾谷 孝,ホーム オフィス,小山市,栃木県,日本,関東地方,FUR-CH-10000155,家具,椅子,Global Comet Stacking Armless Chair,71772,2,0.2,7177.2,,
713,JP-2021-134278,7/6/21,7/8/21,ファースト クラス,EP-13915,額賀 四郎,消費者,新宿区,東京都,日本,関東地方,TEC-CO-10001046,テクノロジー,コピー機,Canon Imageclass D680 Copier / Fax,83998.8,1,0.2,26249.625,,
714,JP-2021-138758,7/7/21,7/11/21,通常配送,JL-15835,宮林 颯太,消費者,宇佐市,大分県,日本,九州,FUR-CH-10002880,家具,椅子,"Global High-Back Leather Tilter, Burgundy",25827.9,2,0.3,-7010.43,,
715,JP-2021-138758,7/7/21,7/11/21,通常配送,JL-15835,宮林 颯太,消費者,宇佐市,大分県,日本,九州,FUR-FU-10003039,家具,家具,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",10351.2,2,0.2,1811.46,,
716,JP-2021-150301,7/8/21,7/10/21,ファースト クラス,MH-18025,矢田 一樹,消費者,八戸市,青森県,日本,東北地方,FUR-CH-10002647,家具,椅子,"Situations Contoured Folding Chairs, 4/Set",9582.3,1,0.1,1597.05,,
717,JP-2021-100090,7/8/21,7/12/21,通常配送,EB-13705,鷹見 進,企業,高槻市,大阪府,日本,関西地方,FUR-TA-10003715,家具,テーブル,Hon 2111 Invitation Series Corner Table,75373.2,3,0.2,-13190.31,,
718,JP-2021-100090,7/8/21,7/12/21,通常配送,EB-13705,鷹見 進,企業,高槻市,大阪府,日本,関西地方,OFF-BI-10001597,事務用品,バインダー,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",29505.6,6,0.2,10326.96,,
719,JP-2021-113271,7/9/21,7/14/21,通常配送,DS-13030,鎮目 武,ホーム オフィス,高槻市,大阪府,日本,関西地方,FUR-BO-10004218,家具,本棚,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",17974.95,1,0.15,1057.35,,
720,JP-2021-113271,7/9/21,7/14/21,通常配送,DS-13030,鎮目 武,ホーム オフィス,高槻市,大阪府,日本,関西地方,OFF-AR-10003251,事務用品,画材,Prang Drawing Pencil Set,834,2,0,333.6,,
721,JP-2021-113271,7/9/21,7/14/21,通常配送,DS-13030,鎮目 武,ホーム オフィス,高槻市,大阪府,日本,関西地方,OFF-BI-10002609,事務用品,バインダー,Avery Hidden Tab Dividers for Binding Systems,2145.6,6,0.2,697.32,,
722,JP-2021-114125,7/9/21,7/13/21,通常配送,GH-14410,芝池 誠,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,OFF-BI-10003291,事務用品,バインダー,Wilson Jones Leather-Like Binders with DublLock Round Rings,6285.6,6,0.2,2121.39,,
723,JP-2021-114125,7/9/21,7/13/21,通常配送,GH-14410,芝池 誠,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,OFF-LA-10004559,事務用品,ラベル,Avery 49,432,1,0,211.68,,
724,JP-2021-165379,7/9/21,7/15/21,通常配送,BM-11650,千木良 美咲,企業,東大阪市,大阪府,日本,関西地方,OFF-PA-10002245,事務用品,紙,Xerox 1895,2152.8,3,0.2,672.75,,
725,JP-2021-113271,7/9/21,7/14/21,通常配送,DS-13030,鎮目 武,ホーム オフィス,高槻市,大阪府,日本,関西地方,OFF-PA-10002365,事務用品,紙,Xerox 1967,4860,5,0,2332.8,,
726,JP-2021-165379,7/9/21,7/15/21,通常配送,BM-11650,千木良 美咲,企業,東大阪市,大阪府,日本,関西地方,OFF-PA-10003072,事務用品,紙,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",1555.2,2,0.2,544.32,,
727,JP-2021-114125,7/9/21,7/13/21,通常配送,GH-14410,芝池 誠,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,OFF-ST-10001505,事務用品,保管箱,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3588,4,0,609.96,,
728,JP-2021-163552,7/11/21,7/15/21,通常配送,LA-16780,柳井 恵美,企業,西宮市,兵庫県,日本,関西地方,FUR-CH-10003379,家具,椅子,Global Commerce Series High-Back Swivel/Tilt Chairs,128241,3,0,32060.25,,
729,JP-2021-163552,7/11/21,7/15/21,通常配送,LA-16780,柳井 恵美,企業,西宮市,兵庫県,日本,関西地方,FUR-FU-10000629,家具,家具,9-3/4 Diameter Round Wall Clock,18616.5,9,0,7818.93,,
730,JP-2021-133305,7/11/21,7/15/21,通常配送,MH-17455,塩川 昭夫,消費者,新宿区,東京都,日本,関東地方,OFF-BI-10002954,事務用品,バインダー,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2742,5,0.2,959.7,,
731,JP-2021-163552,7/11/21,7/15/21,通常配送,LA-16780,柳井 恵美,企業,西宮市,兵庫県,日本,関西地方,OFF-LA-10001175,事務用品,ラベル,Avery 514,2160,5,0,1058.4,,
732,JP-2021-163552,7/11/21,7/15/21,通常配送,LA-16780,柳井 恵美,企業,西宮市,兵庫県,日本,関西地方,OFF-PA-10000474,事務用品,紙,Easy-staple paper,26580,5,0,12492.6,,
733,JP-2021-123225,7/11/21,7/14/21,ファースト クラス,MN-17935,相原 美月,消費者,延岡市,宮崎県,日本,九州,OFF-PA-10000552,事務用品,紙,Xerox 200,1555.2,2,0.2,544.32,,
734,JP-2021-133305,7/11/21,7/15/21,通常配送,MH-17455,塩川 昭夫,消費者,新宿区,東京都,日本,関東地方,OFF-PA-10001970,事務用品,紙,Xerox 1881,7368,4,0,3462.96,,
735,JP-2021-123225,7/11/21,7/14/21,ファースト クラス,MN-17935,相原 美月,消費者,延岡市,宮崎県,日本,九州,TEC-PH-10000895,テクノロジー,電話機,Polycom VVX 310 VoIP phone,86395.2,4,0.2,6479.64,,
736,JP-2021-163552,7/11/21,7/15/21,通常配送,LA-16780,柳井 恵美,企業,西宮市,兵庫県,日本,関西地方,TEC-PH-10003885,テクノロジー,電話機,Cisco SPA508G,29695.5,3,0,8611.695,,
737,JP-2021-166555,7/11/21,7/14/21,ファースト クラス,JK-15205,田牧 大翔,消費者,四日市市,三重県,日本,関西地方,TEC-PH-10004912,テクノロジー,電話機,Cisco SPA112 2 Port Phone Adapter,24727.5,3,0,7170.975,,
738,JP-2021-131310,7/12/21,7/18/21,通常配送,CL-12565,上畠 和子,消費者,堺市堺区,大阪府,日本,関西地方,FUR-CH-10001797,家具,椅子,"Safco Chair Connectors, 6/Carton",18470.4,4,0.2,2077.92,,
739,JP-2021-161508,7/12/21,7/16/21,通常配送,PV-18985,大鳥 三郎,ホーム オフィス,芦屋市,兵庫県,日本,関西地方,FUR-CH-10002126,家具,椅子,Hon Deluxe Fabric Upholstered Stacking Chairs,76853.7,3,0.3,-2195.81999999999,,
740,JP-2021-129924,7/12/21,7/17/21,通常配送,AC-10420,友光 翼,企業,高槻市,大阪府,日本,関西地方,FUR-TA-10004575,家具,テーブル,Hon 5100 Series Wood Tables,104752.8,3,0.2,-2618.82000000001,,
741,JP-2021-161508,7/12/21,7/16/21,通常配送,PV-18985,大鳥 三郎,ホーム オフィス,芦屋市,兵庫県,日本,関西地方,OFF-AR-10003158,事務用品,画材,Fluorescent Highlighters by Dixon,3343.2,7,0.2,585.06,,
742,JP-2021-131310,7/12/21,7/18/21,通常配送,CL-12565,上畠 和子,消費者,堺市堺区,大阪府,日本,関西地方,OFF-BI-10003094,事務用品,バインダー,Self-Adhesive Ring Binder Labels,1689.6,4,0.2,570.24,,
743,JP-2021-129924,7/12/21,7/17/21,通常配送,AC-10420,友光 翼,企業,高槻市,大阪府,日本,関西地方,OFF-BI-10003314,事務用品,バインダー,Tuff Stuff Recycled Round Ring Binders,1156.8,2,0.2,419.34,,
744,JP-2021-161508,7/12/21,7/16/21,通常配送,PV-18985,大鳥 三郎,ホーム オフィス,芦屋市,兵庫県,日本,関西地方,OFF-FA-10001561,事務用品,クリップ,Stockwell Push Pins,523.2,2,0.2,85.02,,
745,JP-2021-124807,7/12/21,7/15/21,セカンド クラス,ME-17725,胡桃沢 梅子,消費者,豊田市,愛知県,日本,中部地方,OFF-PA-10001526,事務用品,紙,Xerox 1949,5378.4,9,0.2,1949.67,,
746,JP-2021-161508,7/12/21,7/16/21,通常配送,PV-18985,大鳥 三郎,ホーム オフィス,芦屋市,兵庫県,日本,関西地方,OFF-PA-10001804,事務用品,紙,Xerox 195,2404.8,3,0.2,841.68,,
747,JP-2021-110184,7/12/21,7/16/21,通常配送,BF-11170,谷上 愛子,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,OFF-ST-10000107,事務用品,保管箱,Fellowes Super Stor/Drawer,37462.5,9,0,6743.25,,
748,JP-2021-124807,7/12/21,7/15/21,セカンド クラス,ME-17725,胡桃沢 梅子,消費者,豊田市,愛知県,日本,中部地方,TEC-AC-10002857,テクノロジー,付属品,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",3576,4,0.2,491.7,,
749,JP-2021-110184,7/12/21,7/16/21,通常配送,BF-11170,谷上 愛子,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,TEC-PH-10000439,テクノロジー,電話機,GE DSL Phone Line Filter,38390.4,8,0.2,4318.92,,
750,JP-2021-165862,7/13/21,7/17/21,通常配送,GK-14620,忽那 慶子,企業,田川郡川崎町,福岡県,日本,九州,FUR-TA-10002855,家具,テーブル,Bevis Round Conference Table Top & Single Column Base,52682.4,3,0.2,658.529999999997,,
751,JP-2021-164182,7/14/21,7/18/21,通常配送,ST-20530,大津 延,消費者,宇佐市,大分県,日本,九州,FUR-FU-10001057,家具,家具,Tensor Track Tree Floor Lamp,4797.6,2,0.2,179.91,,
752,JP-2021-124464,7/14/21,7/20/21,通常配送,SS-20515,滝川 紅子,ホーム オフィス,川崎市川崎区,神奈川県,日本,関東地方,OFF-AP-10000576,事務用品,アプライアンス,Belkin 7 Outlet SurgeMaster II,5922,1,0,1658.16,,
753,JP-2021-164182,7/14/21,7/18/21,通常配送,ST-20530,大津 延,消費者,宇佐市,大分県,日本,九州,OFF-AR-10001044,事務用品,画材,"BOSTON Ranger #55 Pencil Sharpener, Black",6237.6,2,0.2,701.73,,
754,JP-2021-109904,7/14/21,7/17/21,セカンド クラス,BF-10975,掛布 禎子,企業,新宿区,東京都,日本,関東地方,OFF-AR-10004999,事務用品,画材,Newell 315,2691,3,0,672.75,,
755,JP-2021-103905,7/14/21,7/20/21,通常配送,AW-10930,浜 由月,ホーム オフィス,蒲生郡日野町,滋賀県,日本,関西地方,OFF-BI-10001098,事務用品,バインダー,Acco D-Ring Binder w/DublLock,4489.8,7,0.8,-6959.19,,
756,JP-2021-150532,7/14/21,7/21/21,通常配送,PB-19150,阪東 蓮,消費者,上田市,長野県,日本,中部地方,OFF-ST-10000760,事務用品,保管箱,Eldon Fold 'N Roll Cart System,8388,5,0.2,943.65,,
757,JP-2021-103905,7/14/21,7/20/21,通常配送,AW-10930,浜 由月,ホーム オフィス,蒲生郡日野町,滋賀県,日本,関西地方,TEC-PH-10001552,テクノロジー,電話機,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,5740.8,4,0.2,574.08,,
758,JP-2021-164182,7/14/21,7/18/21,通常配送,ST-20530,大津 延,消費者,宇佐市,大分県,日本,九州,TEC-PH-10002070,テクノロジー,電話機,Griffin GC36547 PowerJolt SE Lightning Charger,2024.1,1,0.4,-337.35,,
759,JP-2021-164182,7/14/21,7/18/21,通常配送,ST-20530,大津 延,消費者,宇佐市,大分県,日本,九州,TEC-PH-10002583,テクノロジー,電話機,iOttie HLCRIO102 Car Mount,3598.2,2,0.4,-2098.95,,
760,JP-2021-115980,7/15/21,7/19/21,通常配送,VW-21775,泊 哲也,企業,別府市,大分県,日本,九州,OFF-FA-10000304,事務用品,クリップ,Advantus Push Pins,981,3,0,402.21,,
761,JP-2021-115980,7/15/21,7/19/21,通常配送,VW-21775,泊 哲也,企業,別府市,大分県,日本,九州,TEC-AC-10003709,テクノロジー,付属品,Maxell 4.7GB DVD-R 5/Pack,445.5,3,0,196.02,,
762,JP-2021-123295,7/18/21,7/18/21,即日配送,AH-10120,沢原 麗華,ホーム オフィス,岸和田市,大阪府,日本,関西地方,FUR-CH-10002372,家具,椅子,Office Star - Ergonomically Designed Knee Chair,38870.4,4,0.2,-3887.04,,
763,JP-2021-138198,7/18/21,7/23/21,通常配送,JL-15130,本原 紅子,消費者,八尾市,大阪府,日本,関西地方,OFF-BI-10002103,事務用品,バインダー,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2085.6,2,0.2,677.82,,
764,JP-2021-150434,7/19/21,7/24/21,通常配送,CA-12310,花形 健太,企業,高山市,岐阜県,日本,中部地方,FUR-TA-10004152,家具,テーブル,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",10584,1,0.3,-604.8,,
765,JP-2021-168158,7/19/21,7/24/21,通常配送,EM-14140,中河 大輝,ホーム オフィス,東広島市,広島県,日本,中国地方,OFF-BI-10001759,事務用品,バインダー,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",914.4,2,0.2,331.47,,
766,JP-2021-150434,7/19/21,7/24/21,通常配送,CA-12310,花形 健太,企業,高山市,岐阜県,日本,中部地方,OFF-BI-10002160,事務用品,バインダー,Acco Hanging Data Binders,571.5,1,0,274.32,,
767,JP-2021-150434,7/19/21,7/24/21,通常配送,CA-12310,花形 健太,企業,高山市,岐阜県,日本,中部地方,OFF-BI-10003694,事務用品,バインダー,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",3132,2,0,1440.72,,
768,JP-2021-150434,7/19/21,7/24/21,通常配送,CA-12310,花形 健太,企業,高山市,岐阜県,日本,中部地方,TEC-PH-10000895,テクノロジー,電話機,Polycom VVX 310 VoIP phone,53997,2,0,14039.22,,
769,JP-2021-143903,7/20/21,7/24/21,通常配送,KM-16375,中里 茂,ホーム オフィス,東大阪市,大阪府,日本,関西地方,FUR-CH-10002024,家具,椅子,HON 5400 Series Task Chairs for Big and Tall,147205.8,2,0.3,-21029.4,,
770,JP-2021-141726,7/20/21,7/22/21,ファースト クラス,CC-12145,山地 恵,消費者,松山市,愛媛県,日本,四国,FUR-FU-10003577,家具,家具,Nu-Dell Leatherette Frames,6453,3,0,2323.08,,
771,JP-2021-143903,7/20/21,7/24/21,通常配送,KM-16375,中里 茂,ホーム オフィス,東大阪市,大阪府,日本,関西地方,FUR-FU-10003724,家具,家具,Westinghouse Clip-On Gooseneck Lamps,2511,5,0.6,-2134.35,,
772,JP-2021-127866,7/20/21,7/23/21,ファースト クラス,JD-15895,阿彦 法子,企業,北見市,北海道,日本,北海道,OFF-AR-10003481,事務用品,画材,Newell 348,1968,4,0,570.72,,
773,JP-2021-142965,7/20/21,7/20/21,即日配送,SW-20245,原澤 弘子,消費者,川越市,埼玉県,日本,関東地方,OFF-BI-10000977,事務用品,バインダー,Ibico Plastic Spiral Binding Combs,4104,3,0.7,-3283.2,,
774,JP-2021-141726,7/20/21,7/22/21,ファースト クラス,CC-12145,山地 恵,消費者,松山市,愛媛県,日本,四国,OFF-BI-10001982,事務用品,バインダー,Wilson Jones Custom Binder Spines & Labels,1305.6,2,0.2,473.28,,
775,JP-2021-157546,7/20/21,7/22/21,ファースト クラス,RD-19720,岩崎 彩乃,消費者,高槻市,大阪府,日本,関西地方,OFF-BI-10002498,事務用品,バインダー,Clear Mylar Reinforcing Strips,13456.8,6,0.2,4541.67,,
776,JP-2021-141726,7/20/21,7/22/21,ファースト クラス,CC-12145,山地 恵,消費者,松山市,愛媛県,日本,四国,OFF-PA-10000418,事務用品,紙,Xerox 189,15727.5,1,0,7549.2,,
777,JP-2021-141726,7/20/21,7/22/21,ファースト クラス,CC-12145,山地 恵,消費者,松山市,愛媛県,日本,四国,OFF-PA-10002230,事務用品,紙,Xerox 1897,2988,4,0,1464.12,,
778,JP-2021-127866,7/20/21,7/23/21,ファースト クラス,JD-15895,阿彦 法子,企業,北見市,北海道,日本,北海道,OFF-PA-10003971,事務用品,紙,Xerox 1965,1794,2,0,879.06,,
779,JP-2021-157546,7/20/21,7/22/21,ファースト クラス,RD-19720,岩崎 彩乃,消費者,高槻市,大阪府,日本,関西地方,OFF-PA-10004569,事務用品,紙,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",3424.5,3,0,1609.515,,
780,JP-2021-127866,7/20/21,7/23/21,ファースト クラス,JD-15895,阿彦 法子,企業,北見市,北海道,日本,北海道,OFF-ST-10001490,事務用品,保管箱,"Hot File 7-Pocket, Floor Stand",80311.5,3,0,24093.45,,
781,JP-2021-142965,7/20/21,7/20/21,即日配送,SW-20245,原澤 弘子,消費者,川越市,埼玉県,日本,関東地方,OFF-ST-10002583,事務用品,保管箱,Fellowes Neat Ideas Storage Cubes,3897.6,1,0.2,-779.52,,
782,JP-2021-143903,7/20/21,7/24/21,通常配送,KM-16375,中里 茂,ホーム オフィス,東大阪市,大阪府,日本,関西地方,OFF-ST-10003306,事務用品,保管箱,Letter Size Cart,51429.6,3,0.2,5785.82999999999,,
783,JP-2021-127866,7/20/21,7/23/21,ファースト クラス,JD-15895,阿彦 法子,企業,北見市,北海道,日本,北海道,TEC-AC-10000023,テクノロジー,付属品,"Maxell 74 Minute CD-R Spindle, 50/Pack",6291,2,0,2264.76,,
784,JP-2021-116932,7/21/21,7/25/21,通常配送,ME-18010,鍬田 香,企業,高槻市,大阪府,日本,関西地方,FUR-CH-10001215,家具,椅子,Global Troy Executive Leather Low-Back Tilter,120235.2,2,0.2,7514.7,,
785,JP-2021-129189,7/21/21,7/25/21,通常配送,HM-14860,永瀬 延,企業,東大阪市,大阪府,日本,関西地方,FUR-CH-10004997,家具,椅子,Hon Every-Day Series Multi-Task Chairs,98689.5,5,0.3,-14098.5,,
786,JP-2021-116932,7/21/21,7/25/21,通常配送,ME-18010,鍬田 香,企業,高槻市,大阪府,日本,関西地方,FUR-TA-10004175,家具,テーブル,"Hon 30"" x 60"" Table with Locking Drawer",40927.2,1,0.2,4092.72,,
787,JP-2021-129189,7/21/21,7/25/21,通常配送,HM-14860,永瀬 延,企業,東大阪市,大阪府,日本,関西地方,OFF-AP-10000124,事務用品,アプライアンス,Acco 6 Outlet Guardian Basic Surge Suppressor,748.8,3,0.8,-1946.88,,
788,JP-2021-116932,7/21/21,7/25/21,通常配送,ME-18010,鍬田 香,企業,高槻市,大阪府,日本,関西地方,OFF-AR-10002067,事務用品,画材,Newell 334,14880,5,0,3868.8,,
789,JP-2021-129189,7/21/21,7/25/21,通常配送,HM-14860,永瀬 延,企業,東大阪市,大阪府,日本,関西地方,OFF-BI-10000494,事務用品,バインダー,Acco Economy Flexible Poly Round Ring Binder,156.6,1,0.8,-274.05,,
790,JP-2021-129189,7/21/21,7/25/21,通常配送,HM-14860,永瀬 延,企業,東大阪市,大阪府,日本,関西地方,OFF-EN-10003567,事務用品,封筒,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",13188,5,0.2,4450.95,,
791,JP-2021-109890,7/21/21,7/27/21,通常配送,PG-18820,長倉 一樹,消費者,中新川郡立山町,富山県,日本,中部地方,TEC-PH-10004100,テクノロジー,電話機,Griffin GC17055 Auxiliary Audio Cable,5397,2,0,1511.16,,
792,JP-2021-117464,7/22/21,7/24/21,セカンド クラス,NP-18325,石堂 雄大,消費者,高槻市,大阪府,日本,関西地方,FUR-CH-10000155,家具,椅子,Global Comet Stacking Armless Chair,107658,3,0.2,10765.8,,
793,JP-2021-117464,7/22/21,7/24/21,セカンド クラス,NP-18325,石堂 雄大,消費者,高槻市,大阪府,日本,関西地方,FUR-TA-10004767,家具,テーブル,Safco Drafting Table,25552.8,3,0.2,2874.69,,
794,JP-2021-127691,7/22/21,7/27/21,通常配送,EM-14065,関村 由美,消費者,新宿区,東京都,日本,関東地方,OFF-AR-10002053,事務用品,画材,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",894,2,0,250.32,,
795,JP-2021-117464,7/22/21,7/24/21,セカンド クラス,NP-18325,石堂 雄大,消費者,高槻市,大阪府,日本,関西地方,OFF-AR-10003190,事務用品,画材,Newell 32,1728,4,0,483.84,,
796,JP-2021-122679,7/22/21,7/28/21,通常配送,AB-10255,徳満 久美子,ホーム オフィス,田川郡川崎町,福岡県,日本,九州,OFF-AR-10004757,事務用品,画材,Crayola Colored Pencils,2952,6,0,974.16,,
